"","x"
"1",25.8490229979065
"2",17.2012161355504
"3",14.4559759102447
"4",32.6187430588843
"5",31.4020618703051
"6",26.3120714287938
"7",15.8569194442071
"8",21.9885588430122
"9",19.3155023707537
"10",35.4354988740481
"11",29.7139058853397
"12",42.1165145545651
"13",40.9548116858121
"14",46.7198174988147
"15",31.6014298660938
"16",25.1963702434186
"17",45.3368785269157
"18",30.9711658381679
"19",43.0769686311904
"20",16.2253822749581
"21",14.4702725849427
"22",27.261014791197
"23",34.1844907691535
"24",19.1479830357589
"25",24.1922715211273
"26",19.3497577421585
"27",33.4410444126593
"28",38.5478495468477
"29",31.2063777611129
"30",17.3645250868684
"31",23.0534311161509
"32",30.7003877969204
"33",27.4269845651722
"34",23.3348749754774
"35",18.1182016487405
"36",34.2540676744939
"37",18.6495013331287
"38",23.3446076055153
"39",21.382635763103
"40",30.9484341320716
"41",36.7427324843912
"42",41.295440891069
"43",22.2497691712352
"44",15.1975815320669
"45",23.3833104783776
"46",22.4830350313024
"47",12.5786179624312
"48",30.9502444397018
"49",49.0045974797134
"50",34.7699347475114
"51",26.4914708068269
"52",15.8297529693078
"53",35.4208342606527
"54",23.4591170783972
"55",28.620815147196
"56",43.7219176031446
"57",19.8437216446555
"58",15.7868907403261
"59",21.3962388837791
"60",20.2847523058288
"61",29.0780563863184
"62",35.0702654346089
"63",46.6114779372471
"64",23.1871245676588
"65",24.0677393852502
"66",28.0193885412364
"67",18.0415163360611
"68",19.182918123062
"69",22.2399729237241
"70",42.1457935158872
"71",27.5219312450514
"72",18.5039755323486
"73",21.6131155886578
"74",10.6915006624993
"75",24.7076011539615
"76",33.9402624415714
"77",19.7003757814334
"78",36.6894133064251
"79",37.7571911092114
"80",27.7889137677336
"81",7.77454923532022
"82",26.4036019429612
"83",27.8541830803671
"84",36.3265318370374
"85",29.4071176538638
"86",35.1263890880429
"87",30.9186848994555
"88",28.821553636659
"89",23.448102116831
"90",26.980418589346
"91",35.7399418075481
"92",30.1698325196295
"93",16.0155205039079
"94",21.0902696357857
"95",37.9637959208007
"96",23.3752140550714
"97",18.362711627674
"98",28.8064524403561
"99",16.6582046197655
"100",13.6606160768713
