"","x"
"1",-1.39485808802269
"2",-0.756625727726125
"3",-8.9321962493276
"4",0.0453932151845482
"5",11.0331066519017
"6",1.13960552118139
"7",-4.45194412335831
"8",0.550161733725466
"9",9.95359934922365
"10",2.18116243926187
"11",-17.2950733669483
"12",6.77742487490574
"13",9.24657489088859
"14",3.09380298697934
"15",-2.31146711954431
"16",8.15575251587249
"17",8.52385165197098
"18",-1.08327126380394
"19",7.76191740629126
"20",0.383857578525884
"21",10.3041508883031
"22",5.22880052316088
"23",5.9999132441681
"24",-2.33822857382186
"25",4.74142409668457
"26",1.09811462759267
"27",6.89273193522076
"28",6.59766465377487
"29",0.677721502842751
"30",-6.13670709517043
"31",-6.04022541944454
"32",6.34857584793031
"33",4.1523517833578
"34",-7.80703046147597
"35",-2.20414826823761
"36",1.80168626129991
"37",-5.39617416788844
"38",6.51409915165037
"39",12.1909841583611
"40",2.54591339871192
"41",9.29177510654646
"42",-5.20593424086419
"43",-15.8774419865595
"44",0.970848998834831
"45",9.07366924187071
"46",-7.88674457214665
"47",7.52916020565492
"48",5.52699400413078
"49",3.55454748681561
"50",-12.4952459825072
"51",-6.31892076629157
"52",8.3976666365325
"53",-7.49375520749359
"54",-3.7954050423348
"55",-1.01980460700726
"56",10.3433904357893
"57",-7.94993502960236
"58",-0.312623918410664
"59",4.46875501151804
"60",7.71208429746715
"61",-5.08693522951905
"62",2.04244751801361
"63",4.88277940565446
"64",-2.20607461116251
"65",-1.04988349896566
"66",10.9919370863684
"67",3.71438122267625
"68",1.77299869629678
"69",16.4696412436524
"70",-2.66087166163223
"71",4.85255250500766
"72",7.54577714500422
"73",4.05030022786209
"74",7.08913766075975
"75",-10.8174664538583
"76",-1.36372766923498
"77",10.1991922276116
"78",3.95854505921858
"79",1.60964996477102
"80",-4.5365203952205
"81",4.55714757599655
"82",-1.42031606997869
"83",-11.457922700976
"84",-2.52074258486029
"85",22.4030208033303
"86",7.5493800825695
"87",-0.278601098443113
"88",13.7923231836771
"89",18.3877924582086
"90",3.50711331191926
"91",-0.621299715236314
"92",6.71536083058452
"93",-4.04279919336724
"94",1.89812192169025
"95",9.23416620291834
"96",6.31053026512594
"97",6.88063824338338
"98",6.47970791640295
"99",-13.8267783134262
"100",4.44437390064189
"101",4.35977232593405
"102",13.7979993482179
"103",8.76788730420828
"104",8.28819784846005
"105",8.61851054403268
"106",7.95210121541079
"107",-9.60820905826518
"108",6.34500239850206
"109",7.55891734976161
"110",7.0901205899901
"111",9.06890329899693
"112",5.42568237135
"113",6.8034880140176
"114",-0.654923460474399
"115",11.400060052023
"116",-7.6283177262218
"117",1.54965815557473
"118",-0.930191824828283
"119",-7.96806060608566
"120",11.3497699259201
"121",10.9239473641956
"122",5.99074261726032
"123",-11.2251632392744
"124",2.78144568628513
"125",-1.59198094033697
"126",12.3800078869486
"127",11.6480611081972
"128",-4.78451864891138
"129",6.12026824895472
"130",6.83233362370404
"131",0.592984320100825
"132",3.79815937820884
"133",-8.08616104758951
"134",0.880710014160686
"135",9.55467584817271
"136",-1.82635678946549
"137",-10.0966425480924
"138",-7.90963826300202
"139",5.65675712149534
"140",18.39683887868
"141",-4.36652779482908
"142",-0.525330675567494
"143",5.5241151608108
"144",-1.37895186247853
"145",10.3599596484673
"146",5.469764992953
"147",12.4590982093213
"148",6.58475577979942
"149",8.12702092951943
"150",-4.91103397443032
"151",3.0818767372678
"152",-17.0883056580819
"153",6.48171056599618
"154",8.68297605602553
"155",4.56978305551048
"156",6.85857120538814
"157",9.40353642050116
"158",7.21632734643776
"159",-0.0626841899338864
"160",9.37627004318966
"161",-0.396086851534362
"162",-7.12946423890845
"163",-0.546390470190562
"164",-2.56627917487694
"165",0.962082379236618
"166",4.26768937768078
"167",-7.59879854153853
"168",-4.64735034976349
"169",5.38332147160203
"170",4.28548074901487
"171",15.156540982626
"172",1.98157080219059
"173",5.00623942796556
"174",7.16161940740988
"175",0.627069491067388
"176",-5.12400790710589
"177",-2.14162490245346
"178",9.91246419347963
"179",9.99440125266656
"180",14.6480802511788
"181",7.24425204112819
"182",-2.91734288750658
"183",9.02384062403688
"184",-6.14202851273936
"185",5.02827997445746
"186",-0.74038190624998
"187",2.69300298674361
"188",-11.7180656513534
"189",4.86238072946719
"190",8.57930260314777
"191",3.03043776820993
"192",9.11052709967755
"193",-0.803543483871779
"194",1.60091307536279
"195",12.9132905319688
"196",-3.90621360109979
"197",4.96851802365962
"198",3.08575648146619
"199",4.74252844490841
"200",9.48689469440173
"201",1.63889004046902
"202",9.3247615560154
"203",-0.563644900195057
"204",1.75283047091651
"205",8.69433624856129
"206",0.357467575990047
"207",8.11115504324774
"208",13.974340791216
"209",-7.61692588006708
"210",2.85363485175137
"211",3.19370949028413
"212",5.14063465485469
"213",-0.0680445485572707
"214",-7.55939488877287
"215",-10.6097254797397
"216",8.83854336446625
"217",5.15391696056931
"218",3.31621840402523
"219",12.9208301877155
"220",-1.06554285855046
"221",-4.21767929997669
"222",3.71248545606426
"223",6.50999656174244
"224",9.02156416716448
"225",6.74566731453242
"226",-1.99379821759603
"227",7.45779655500489
"228",5.43265425008975
"229",0.0489988446419249
"230",18.4916598484551
"231",2.80940736655425
"232",9.81870489477465
"233",7.95310443727181
"234",14.7104457715067
"235",-4.55930415285278
"236",6.87284435418489
"237",-7.49253202137073
"238",-2.45039349045088
"239",11.7389539282681
"240",5.19647404093534
"241",-1.60730134678644
"242",4.88376480437041
"243",-5.84583169735018
"244",-3.13932883117469
"245",6.51176357647306
"246",-2.90902323634093
"247",3.24927998869374
"248",10.1902194008833
"249",-7.28951631400748
"250",7.50371033568977
"251",5.118705618894
"252",5.5100028532319
"253",13.273114378574
"254",15.6948820015389
"255",2.96225391852919
"256",7.01189735854428
"257",6.66509367310153
"258",1.85035046390581
"259",6.2013852994514
"260",13.6316834079865
"261",5.3096339003151
"262",-3.12343035383391
"263",6.53099965508958
"264",7.61781043043837
"265",-10.3130694623564
"266",-3.10951891206209
"267",11.1043637611937
"268",3.00484470462374
"269",1.28930719945444
"270",1.57084904125871
"271",-4.30524403871053
"272",10.8372983513526
"273",3.46458461483552
"274",0.629966060166649
"275",11.510812824708
"276",-5.00485967885973
"277",-7.57897095093442
"278",5.67140862612962
"279",6.12221977613561
"280",-2.4923052455151
"281",18.4140943007192
"282",15.6299955687737
"283",2.78723449955205
"284",10.3840298807609
"285",15.0037930843382
"286",3.80486945422185
"287",-0.201595790398301
"288",-1.23395968506229
"289",3.07971114995864
"290",7.07150166740327
"291",10.0773952724408
"292",-0.773175909367066
"293",17.4863252552986
"294",9.65519057406775
"295",8.00387807995287
"296",15.3855683192901
"297",0.580808790858873
"298",-3.48462021499459
"299",-2.48770120316269
"300",-3.04541905251759
"301",6.45472736705755
"302",-5.83133175955425
"303",5.49790030123409
"304",-7.80438322822225
"305",-2.3411782064256
"306",-11.7601929348443
"307",10.7210546695071
"308",-0.980159666361859
"309",-5.60683661053922
"310",1.63843782337001
"311",7.71729819963581
"312",-4.30230850510767
"313",9.64457634215096
"314",4.41415603999493
"315",2.50323033822222
"316",12.5834369884059
"317",6.47247270378269
"318",6.1066423547606
"319",-4.13869225545264
"320",14.7120573062991
"321",-11.7219231471724
"322",1.26224793223565
"323",6.11433370904651
"324",-8.16649919622169
"325",0.958476584076634
"326",-7.14998133992944
"327",5.9925950439549
"328",7.25295812377237
"329",0.615379141058633
"330",-1.81781877329215
"331",-2.49280740181168
"332",7.01749000089422
"333",3.67433478487677
"334",5.5395287995494
"335",7.23618496062736
"336",-6.72950751056599
"337",5.14958613420945
"338",4.60367371976438
"339",16.1952266600248
"340",3.94832197595297
"341",2.68857089701744
"342",-0.742208112782197
"343",-11.0058027317095
"344",10.6476854258641
"345",-0.154450093368221
"346",5.47720969403314
"347",9.15135308130277
"348",11.7392631249736
"349",-0.0442104910753951
"350",3.01348832845706
"351",10.3777982420586
"352",-1.67379976448149
"353",-5.46954926333901
"354",-2.87309939850366
"355",5.61808504317096
"356",-1.40230882265839
"357",-6.12764186412387
"358",-15.1844604720531
"359",1.57873824406973
"360",2.20822077837255
"361",2.24937583631801
"362",2.43136978780232
"363",5.04250567139148
"364",0.757440182367832
"365",5.3530126437133
"366",0.898105800929033
"367",3.82846108564671
"368",4.19424451075565
"369",-3.6545617334523
"370",-0.315217568027956
"371",-1.02100526047101
"372",-4.05359511658783
"373",4.99951216414487
"374",2.11972403203676
"375",1.643117734066
"376",7.14343320499744
"377",-14.8121223958923
"378",6.76894987630532
"379",9.67081979292716
"380",13.545244766673
"381",7.65202044616613
"382",-1.15977219719093
"383",-4.75382739372408
"384",4.78576024031451
"385",3.71442377781044
"386",15.5350683035355
"387",0.807731845659802
"388",-7.93702356656608
"389",2.27762148926925
"390",12.4487206225659
"391",5.52797172059197
"392",15.870979756691
"393",-4.07127338949743
"394",12.7213930945015
"395",4.27062758435792
"396",1.16593275742101
"397",10.6185414833328
"398",4.80948598482773
"399",6.71749744487714
"400",-5.71995504002164
"401",9.5938399018772
"402",0.258787509642187
"403",-6.56866367512905
"404",-3.06080555248986
"405",3.96628410662428
"406",-6.43536347738204
"407",1.51863408530215
"408",19.0179978541295
"409",-4.08609776760102
"410",8.55121884660346
"411",6.11405461058196
"412",1.64807092294409
"413",-0.867639411762076
"414",-0.391942608880122
"415",9.78511136600198
"416",-13.0063131405082
"417",-2.27966659110364
"418",-4.53620802664896
"419",-3.17054956469163
"420",4.83309695784088
"421",-9.42400652379363
"422",-6.1890684560724
"423",-0.651873619462272
"424",-1.34749254353627
"425",4.85173859873416
"426",5.85374989824921
"427",-4.92372320007925
"428",-12.752995158004
"429",-0.69554285079171
"430",-7.76998036506975
"431",-1.72899251704799
"432",20.6151258559303
"433",-2.4017774281558
"434",-9.63740851042923
"435",-5.42185633431268
"436",8.3094516371445
"437",0.0831582939488911
"438",9.45872728894548
"439",6.07528415409166
"440",-2.55939408031521
"441",-5.70938942679836
"442",1.63650558292454
"443",9.86684931508715
"444",1.55464779969786
"445",7.23236114930595
"446",6.51219920579882
"447",11.9180247224069
"448",2.57837904987671
"449",13.3637682161056
"450",13.0915918276374
"451",10.9367082743017
"452",21.806477962683
"453",-3.52992356019749
"454",12.9144692724628
"455",16.5229731644506
"456",-1.76536588329011
"457",24.5869753953943
"458",2.53566276739525
"459",8.67588831184338
"460",4.01084004968553
"461",21.2725016604186
"462",8.81134024023586
"463",2.84257092204681
"464",7.40174684553837
"465",2.25556044003771
"466",-0.243566024724605
"467",5.10058727726836
"468",9.022780436499
"469",0.418180454859703
"470",3.08514040036496
"471",-2.77204005841805
"472",11.4678994819172
"473",15.1506151936667
"474",8.87455299395717
"475",6.52688642862161
"476",-10.7420602760248
"477",-4.78492889164591
"478",-11.0501412157144
"479",3.42716553395286
"480",-4.70064204775262
"481",11.8141238883239
"482",2.85434424715668
"483",4.29587393948136
"484",-2.71345783875996
"485",-7.28215408888911
"486",-1.31736416223155
"487",-7.78736373298544
"488",19.7747315008625
"489",8.19317395581192
"490",12.9194455784533
"491",-3.68550200729499
"492",-1.20057638549325
"493",11.7782890791087
"494",15.3443398183094
"495",9.47220831499848
"496",-6.53398391803457
"497",-5.93900661973332
"498",-1.09482092878788
"499",-0.837531707056344
"500",9.27358894432405
"501",-7.2302049315237
"502",-2.13103427226068
"503",-0.230935020112761
"504",-3.05952133922848
"505",18.3632282047388
"506",11.7618440745639
"507",11.6304945192221
"508",-3.65286258041954
"509",-0.393031344127992
"510",9.25913206986338
"511",4.94742951089493
"512",-3.0814291342063
"513",-2.74939431092873
"514",25.0821447085668
"515",18.7422456953701
"516",-2.42655440143805
"517",-11.0099990514589
"518",-7.15295865484802
"519",-2.60063216285208
"520",5.57379188616009
"521",4.18653003455329
"522",1.73790440414321
"523",10.9322742438525
"524",18.0584865997998
"525",11.5635805785175
"526",-0.0963834042438649
"527",4.0605871860436
"528",9.4964436420851
"529",-2.95957097164889
"530",-8.67352822413305
"531",1.57905770065207
"532",3.59946720273549
"533",2.30946305059004
"534",-5.69657345348899
"535",13.5603815260443
"536",0.878737113914871
"537",3.98439708733666
"538",-12.6906226512493
"539",5.52607187536425
"540",-3.81702516727906
"541",-8.79726153394628
"542",-6.07161201034158
"543",17.9929608910547
"544",6.1601246134567
"545",1.11821541382999
"546",8.80647550824838
"547",14.8884105287992
"548",-6.57564669529614
"549",16.035087264303
"550",8.19214657354189
"551",3.32690548376059
"552",4.01626697812522
"553",2.74966144673955
"554",13.5398605390947
"555",13.5972660082395
"556",6.14956963450612
"557",9.71228148415435
"558",15.0229476041019
"559",-4.13346516469196
"560",5.23499010238417
"561",2.13883166957669
"562",10.0535021812403
"563",4.51478189808326
"564",3.86123944281985
"565",-4.51009301993241
"566",10.6512026060163
"567",7.32415280670333
"568",4.15813357163291
"569",-4.46052001665018
"570",9.28736778261527
"571",-5.10366947467098
"572",4.44869333497703
"573",6.61231640292046
"574",10.8592255983434
"575",7.07147242458178
"576",11.7698388430771
"577",12.0553815689105
"578",-0.410490878641654
"579",-1.85981419995066
"580",4.98494941920396
"581",10.6278646868616
"582",11.4327424442656
"583",-4.62609553696588
"584",-5.07684521405023
"585",12.6482175021565
"586",7.40208821540961
"587",8.24334698081935
"588",-4.51935141603574
"589",2.15332284526612
"590",-8.0406071649089
"591",3.61829321316456
"592",0.131091237844164
"593",-0.391742000861497
"594",-6.40250873843874
"595",4.82622935607687
"596",13.1982104853355
"597",-0.934423504815309
"598",2.04033103743941
"599",8.29390107611232
"600",14.2450086780749
"601",9.905930501705
"602",10.3629618453253
"603",11.6215918849828
"604",-2.94212348346532
"605",-4.29456918711213
"606",1.74126614095772
"607",2.67010898380396
"608",14.7886858342309
"609",-1.49864582237728
"610",3.44695187217757
"611",12.6401357053296
"612",2.07773277541702
"613",-3.4589252450452
"614",7.52527206011412
"615",-4.09609003212389
"616",-10.0809517812612
"617",6.77796403671667
"618",-1.8295473625618
"619",-1.08082925584525
"620",7.32575904185048
"621",4.97073604736565
"622",4.11757230627346
"623",2.81057170112623
"624",-5.67170959902239
"625",4.3299306873115
"626",-0.579956083196317
"627",-0.24681434188115
"628",9.23334327272712
"629",2.00853256218277
"630",4.46286008886044
"631",5.93703191455614
"632",11.9975055081719
"633",1.86119219826602
"634",6.65012486779502
"635",-6.48321570586283
"636",-0.801551346342539
"637",11.633702490604
"638",8.62873753701175
"639",1.62014945223297
"640",-12.9569582492716
"641",-1.80208155617408
"642",5.08607773777125
"643",5.75098563869255
"644",0.926060510877268
"645",-5.2047698618976
"646",-7.70086976199252
"647",-0.0894973565483661
"648",5.86663133182714
"649",-0.462785136878272
"650",9.06040857156195
"651",4.97708222091587
"652",9.41709166887649
"653",5.25738410971429
"654",-0.0599518906686374
"655",0.568195255211954
"656",4.43701776463515
"657",17.3138737495716
"658",8.77958747836586
"659",-0.778720138640328
"660",2.03157912002421
"661",5.79090282102706
"662",4.00174698569528
"663",-1.28141882595682
"664",-9.48696011415259
"665",6.75983237358928
"666",2.23633933538576
"667",5.48004897513988
"668",-5.17983631383839
"669",-4.12928741833757
"670",3.75450840891859
"671",-2.66091490451158
"672",-4.84902981385008
"673",2.33420598120994
"674",0.468557275108687
"675",-9.7262088679399
"676",7.72927036915228
"677",-1.42007307351289
"678",17.952569817909
"679",1.03998376925871
"680",12.5442619434376
